id,text,label
629117277573517316,I've had depression (at least I've been diagnosed with it) for about 5 years now and I'm telling you all right now it's not cute or romantic,positive
531870239177580545,a lot of weight and mum got me therapy. By the end of year 8 I was diagnosed with anorexia nervosa and depression,positive
560600527713492992,"Yup, I was diagnosed as having depression and anxiety because of my former boss' verbal abuse. It's NOT ok. Leave. #BeIlLetsTalk",positive
598288695519653889,today I was diagnosed with panic disorder and depression,positive
606145531958525952,@HORNHOODIE yes it is! I was diagnosed with depression about half a year ago and I'm still not that good but I'm trying my best ah,positive
259436245803995136,I think I'm diagnosed wit depression,positive
583450399912394753,"I'm diagnosed with severe anxiety and mild depression but hey guess what, i'm not a pretentious bitch that is so mad at the world. find love",positive
398082588604391424,"I'm diagnosed with extreme depression, extreme anxiety, and bulimia...... *crys*",positive
526848716737503234,"as a #RA survivor for 23 years, I've definitely had my batttles with depression. I was diagnosed at 17 and I... http://t.co/6RqQxIQKDK",positive
664333320206098433,9 Things I Wish I’d Known About Depression Before I Was Diagnosed https://t.co/BrVY1lFvIl,positive
695029092689821696,"I have depression and anxiety, conditions that I was diagnosed with in college and remember sufferin https://t.co/4wYfNL9MbY",positive
697209812644397056,@JordanAbraham_ @RealFarrahGray I was diagnosed with depression. I can't just switch it on and off.,positive
692332641815826432,"I was diagnosed with #anxiety and #depression 14 months ago, but suffered in silence for about 20 years. #BellLetsTalk #EndTheStigma",positive
571804271412416512,@TrevorDmusic does it make me different if I'm diagnosed with depression?,positive
540626136049668096,"I suspected that I had depression and ADHD long before I was diagnosed. But then, I WAS DIAGNOSED. I didn't go around saying I had it.",positive
571466757220651009,I have been diagnosed with depression.,positive
532194567190491137,Yep... That´s me.. Ever since i was diagnosed with depression in May 2011.. http://t.co/BZzrmjkeDK,positive
25772917853782016,I have been diagnosed with anxiety and depression and I have been in the psych hospital.,positive
660506548628770816,"@Gabriel__Clark My life is like that all the time. Have you been to a dr? I was diagnosed with depression, anxiety,  SAD, and agoraphobia.",positive
671127791484694528,"#MentalHealthPosi I was diagnosed with depression and anxiety just over a year and a half ago, I'm still here💜✨ https://t.co/wtazdRJoHs",positive
681472808774287360,"Part 1- I've been diagnosed with anxiety and depression, been through just about every kind… https://t.co/mP9OSSmrzc https://t.co/Elj79bO8hE",positive
598768979629355008,"I was diagnosed with depression my freshman year of college. I had a hard time believing it because I was always ""Happy Sini""",positive
414618262823923712,So I'm diagnosed with major depression....Again....,positive
694278644923895808,I would guess I've seen seven therapists in total. I've been diagnosed with moderate adhd and mild depression at different points.,positive
642162767852634112,@Theresacaputo You are amazing! I was diagnosed years ago with depression n anxiety so I know how it is!! Some days are easier then others,positive
652736388266336256,"I was diagnosed with depression in 1997, I have good days and bad days, but I'm here and I'm strong as a flippin' ox. #WorldMentalHealthDay",positive
582007018652856320,"“@AnxietyIsYou: me: i have been diagnosed with
anxiety and depression 

people: but you seem happy tho?

me: oh!!.. ok... nevermind.”",positive
722404449914851328,@PTSD_Chat now i understand as I have been diagnosed 4year ago also. Anxiety disorder and depression with this and it all makes sense  thank,positive
668006350874673152,@SalmonDelicious I'm super fucking sad and lethargic and shit usually I was diagnosed with major depression and ptsd so ayy,positive
600723446910287872,"A year ago I was diagnosed with depression for the 2nd time, comparing myself from then to now I've changed so much 😊 #thinkpositive #proud",positive
723557366256545796,@nicozomis literally 2 days after I saw this article for the first time I was diagnosed with chronic severe depression it's actually true,positive
652132104931819520,"haha! no, seeing as I've been diagnosed, I believe i was informed about depression before the psych lectures.  https://t.co/faRzc6e3VN",positive
10485594636,#truthaboutme I'm diagnosed with depression. && ihave pills to take for it. But idon't take that ish...,positive
672944456987860992,"Been 9 months since I was diagnosed with depression and I haven't killed myself yet, yay",positive
649366290449100800,"i've been diagnosed with aspergers, depression, and now  it's confirmed that i have diabetes. what more can i have? 😥",positive
363447749338865664,"This kid came in and was like, yeah music is especially important for me because I'm diagnosed with depression and just got out of rehab. 😳",positive
560488966252548096,8 years ago I was diagnosed with depression. Witnessing the stigma against mental health disappearing has been truly amazing #BellLetsTaIk,positive
377213713809305601,@Calum5SOS That last tweet means so much to me.I have been diagnosed with depression &amp; anxiety this past year.I love you more for caring.,positive
426564444441698304,"Let me just talk about my problems then

I'm mental, crazy, suicidal and i have been diagnosed with depression

So, yea",positive
660976278443597825,"#BGNPodcast ...mentally retarded. I used to find it funny but since I was diagnosed with depression, I find it infuriating",positive
318599942602121217,"I'm diagnosed with ""severe ongoing depression"", I could of figured that out coyote ugly.",positive
581759612728160257,For myself I was diagnosed with depression and anxiety at the age of 12 since then it's been an up hill battle,positive
542719280098197504,I'm diagnosed with depression and I've had suicidal thoughts so I've been seeking help,positive
505480583137726464,So finally after being out of the navy for a year I was diagnosed with major depression and GAD normally that's not a happy thing but for me,positive
693450114896044032,Our strength lies in our vulnerability; there's nothing wrong with that: Before I was diagnosed with depressio... https://t.co/8CEPxfkW3C,positive
692399523205902337,#BellLetsTalk because 5 years ago I was diagnosed with severe depression and anxiety and my mother still didn't take me seriously.,positive
702474897902211072,Postnatal depression appears anytime upto a year after your baby is born. My baby was 9 months when I was diagnosed @sportsrelief #mumstalk,positive
405094187005394944,"Yes I'm diagnosed with depression, I hate it...",positive
727103133441216514,I don't think U get the point this was a joke and I've been diagnosed with psychotic depression but ok https://t.co/Tn19HPlf8T,positive
39362772294705152,So I have been diagnosed - with Clinical Depression. Not that I didn’t already know that. And it’s not 100%... http://tumblr.com/xz31kayvcd,positive
650140296538292224,HELP i think i have adhd i have almost ALL of the symptoms but i think it mightve been… http://t.co/ZHJQHg7gg7 http://t.co/rZWzPkVXcA,positive
555168736664363009,Lady Sings the Blues - 'I was diagnosed with clinical depression' says @TerrieWilliams. #mentalhealth http://t.co/mAs1ZnGBON,positive
179679761478586368,"@annkempster I'm diagnosed DDNOS, which has episodes of depression as a lovely bonus. But it doesn't mean I'm not also AWESOME :) You too.",positive
559611111201587200,after i was diagnosed with depression i refused to get help.. and i still am.,positive
581310615504830464,I can admit that I'm diagnosed with depression. Sorry for being so sad😔,positive
692239541172830209,"I've been diagnosed with clinical depression, BPD and severe anxiety. Because of that, it's hard to function day-to-day. #BellLetsTalk",positive
208711538972950528,"Twitter friends, I'm diagnosed with severe depression &amp; had it for some time. Am getting better with treatment. Back to fun on here soon.",positive
652886352095281152,"I'm diagnosed with depression and anxiety, have had it from my 11 years, at 17 was in treatment.
It does get better ♥
#WorldMentalHealthDay",positive
699690648434294785,RT https://t.co/Yp3ZT69dKy BipolarUK BBCOne interesting. I was diagnosed with postpartum depression and secondary diagnosis of bipolar 19 …,positive
613980650845175808,Exactly a year ago today I was diagnosed with Depression and Anxiety.. Scary stuff. 😁 http://t.co/zmSXD1Iagb,positive
722084991895748608,@feministgals @repofavillain I'm diagnosed with that &amp; anxiety and quite a few times PCD triggered my depression,positive
692404675786719233,#BellLetsTalk since my mother passed away I have been diagnosed with anxiety. This just added to my already long time depression. There have,positive
339458392626167809,I saw the signs cause I'm diagnosed with depression and anorexia. I'm 16 and... — Idk u may be right tbh but idk :( http://t.co/tYwVLB4Uox,positive
234668460733513728,S1C: I'm diagnosed with child depression.I have to bring things that make me happy to therapy. I bring Ari pics. We listen to PYHU.,positive
529904357673041920,Welp @thehaleybaby for 9 years i've been diagnosed with bipolar and depression. Whenever I come into your (cont) http://t.co/0oDuU1fgLp,positive
325398262431510528,it's like i'm diagnosed with post concert depression the rest of my life,positive
622717338438250496,@demi93blue @AnxietyUnited defiantly! I was diagnosed with depression first but I knew it wasn't right. I've been well for over 10 years xx,positive
526450586619613184,Sometimes I Forget I've Been Diagnosed With Depression http://t.co/hhFy3MFWAB via @HealthyLiving,positive
698085343610978304,"Six things I wish I’d known about depression before I was diagnosed.
https://t.co/l7VCXTU5f6 https://t.co/T2KjsibinT",positive
652077319813746689,What do you know about #depression symptoms? http://t.co/59VTKeHykz,positive
684091227965370368,"@BikerScout Go, bro! Glad you've found something that helps you. I was diagnosed with depression a few months ago. It's good to talk about",positive
570992935711461376,@ellemacdonald82 I was diagnosed with depression but my symptoms fit more with bpd. I have nearly every single symptom.,positive
586939188366409728,@horaniaII / I was diagnosed w depression two years ago but ppl think it's bdp and even I do tbh but my mum won't let me go to doctors,positive
719301254967480322,@chris47780 i was diagnosed w depression. you're low af.,positive
539570616605876226,"From a member: Hey all, I've been diagnosed with PTSD, depression, and anxiety for a few months now and it's... http://t.co/qOT5Euk3ho",positive
321162346611503104,@BSBSavedMyLife i have been diagnosed with mild depression since high school. It's gotten a lot better,positive
317100832963321856,"""I'm diagnosed with depression but don't tell anyone."" (2 hours later....)""I hate girls who post about their depression.."" Honey, please.",positive
646726967551725568,@IntonerOfPurity @GodofDarkness8 But you.... whatever. Because you picked on me for depression. I mean. Grow up. I was diagnosed with it.,positive
642427866131623937,A11. I was diagnosed w major depression&amp;generalized anxiety My family has been supportive but feel like its mind/matter #WomensFreedomFriday,positive
538375436661948417,"Hey, So I've been diagnosed with Anorexia Nervosa and I'm making this account to share my story❤️ #anorexia #depression #eatingdisorder #Ana",positive
332274611683205120,I have been diagnosed with severe Depression and social anxiety as well as ADHD. Finally getting on medication,positive
539517924026114049,I told her and my other friend I was diagnosed with depression &amp; anxiety and friend A was encouraging me and stuff,positive
717556719136718848,6 months ago today I was diagnosed with depression and anxiety 😳 and now I'm doing better than ever 😌💛,positive
521398641907757056,"When I'm diagnosed with depression because my teaching job is stressful, undervalued &amp; I'm in debt I will hide it #teacheroath",positive
717258585508552704,I have been diagnosed with depression and I think I can't do anything about it,positive
535699668710469632,@furryfuckrsonic I think you might have depression. I've been diagnosed with it so I speak from experience,positive
224889957418934274,"@suey2y @narco_sam @gwenhwyfaer I'm diagnosed clinical depression, I've had Hypomanias  Psych said I didn't want bi polar, it's a nasty one!",positive
656657975315140611,@flyy_ty_xo I get it cuz I'm diagnosed wit Depression also but I'm speaking up more than I ever did,positive
653139737365086208,"#SundayConfessions
At some point in my life i was diagnosed with depression",positive
13959999365,personality disorder test bipolar | Anxiety Depression Symptom …: I have been diagnosed with ADHD and bipolar diso... http://bit.ly/aoYt8O,positive
